timestamp,value
2014-02-17 06:52:00,57.266
2014-02-17 06:57:00,54.302
2014-02-17 07:02:00,35.436
2014-02-17 07:07:00,66.044
2014-02-17 07:12:00,55.626
2014-02-17 07:17:00,20.18
2014-02-17 07:22:00,19.206
2014-02-17 07:27:00,72.376
2014-02-17 07:32:00,53.284
2014-02-17 07:37:00,25.74
2014-02-17 07:42:00,8.932
2014-02-17 07:47:00,67.426
2014-02-17 07:52:00,53.762
2014-02-17 07:57:00,43.284
2014-02-17 08:02:00,8.716
2014-02-17 08:07:00,3.446
2014-02-17 08:12:00,3.334
2014-02-17 08:17:00,4.598
2014-02-17 08:22:00,3.298
2014-02-17 08:27:00,3.184
2014-02-17 08:32:00,3.33
2014-02-17 08:37:00,3.166
2014-02-17 08:42:00,3.33
2014-02-17 08:47:00,3.132
2014-02-17 08:52:00,3.284
2014-02-17 08:57:00,6.55
2014-02-17 09:02:00,8.916
2014-02-17 09:07:00,3.068
2014-02-17 09:12:00,3.064
2014-02-17 09:17:00,4.364
2014-02-17 09:22:00,3.046
2014-02-17 09:27:00,3.092
2014-02-17 09:32:00,3.05
2014-02-17 09:37:00,2.984
2014-02-17 09:42:00,3.13
2014-02-17 09:47:00,2.998
2014-02-17 09:52:00,3.054
2014-02-17 09:57:00,3.168
2014-02-17 10:02:00,3.176
2014-02-17 10:07:00,3.184
2014-02-17 10:12:00,4.314
2014-02-17 10:17:00,3.048
2014-02-17 10:22:00,3.066
2014-02-17 10:27:00,3.234
2014-02-17 10:32:00,3.142
2014-02-17 10:37:00,3.08
2014-02-17 10:42:00,3.064
2014-02-17 10:47:00,3.016
2014-02-17 10:52:00,3.2
2014-02-17 10:57:00,3.084
2014-02-17 11:02:00,3.232
2014-02-17 11:07:00,3.2
2014-02-17 11:12:00,3.166
2014-02-17 11:17:00,5.9
2014-02-17 11:22:00,8.872
2014-02-17 11:27:00,10.222
2014-02-17 11:32:00,11.1
2014-02-17 11:37:00,12
2014-02-17 11:42:00,72.784
2014-02-17 11:47:00,55.62
2014-02-17 11:52:00,28.182
2014-02-17 11:57:00,3.15
2014-02-17 12:02:00,3.164
2014-02-17 12:07:00,3.016
2014-02-17 12:12:00,3.218
2014-02-17 12:17:00,4.436
2014-02-17 12:22:00,3.148
2014-02-17 12:27:00,3.066
2014-02-17 12:32:00,3.166
2014-02-17 12:37:00,3.184
2014-02-17 12:42:00,3.214
2014-02-17 12:47:00,3.182
2014-02-17 12:52:00,3.232
2014-02-17 12:57:00,3.13
2014-02-17 13:02:00,3.314
2014-02-17 13:07:00,3.182
2014-02-17 13:12:00,3.166
2014-02-17 13:17:00,4.346
2014-02-17 13:22:00,3.284
2014-02-17 13:27:00,3.232
2014-02-17 13:32:00,3.116
2014-02-17 13:37:00,3.05
2014-02-17 13:42:00,3.234
2014-02-17 13:47:00,3.166
2014-02-17 13:52:00,3.18
2014-02-17 13:57:00,3.184
2014-02-17 14:02:00,3.182
2014-02-17 14:07:00,3.95
2014-02-17 14:12:00,68.162
2014-02-17 14:17:00,56.242
2014-02-17 14:22:00,45.324
2014-02-17 14:27:00,4
2014-02-17 14:32:00,4.806
2014-02-17 14:37:00,5.966
2014-02-17 14:42:00,5.85
2014-02-17 14:47:00,4.416
2014-02-17 14:52:00,4.096
2014-02-17 14:57:00,3.968
2014-02-17 15:02:00,3.98
2014-02-17 15:07:00,3.934
2014-02-17 15:12:00,5.834
2014-02-17 15:17:00,5.214
2014-02-17 15:22:00,3.06
2014-02-17 15:27:00,3.216
2014-02-17 15:32:00,3.334
2014-02-17 15:37:00,3.234
2014-02-17 15:42:00,3.466
2014-02-17 15:47:00,3.25
2014-02-17 15:52:00,3.45
2014-02-17 15:57:00,3.522
2014-02-17 16:02:00,3.31
2014-02-17 16:07:00,4.518
2014-02-17 16:12:00,3.614
2014-02-17 16:17:00,3.124
2014-02-17 16:22:00,3.098
2014-02-17 16:27:00,3.08
2014-02-17 16:32:00,3.238
2014-02-17 16:37:00,3.196
2014-02-17 16:42:00,3.25
2014-02-17 16:47:00,3.2
2014-02-17 16:52:00,3.134
2014-02-17 16:57:00,3.128
2014-02-17 17:02:00,3.286
2014-02-17 17:07:00,3.266
2014-02-17 17:12:00,3.228
2014-02-17 17:17:00,4.216
2014-02-17 17:22:00,3.416
2014-02-17 17:27:00,3.034
2014-02-17 17:32:00,3.25
2014-02-17 17:37:00,3.382
2014-02-17 17:42:00,3.322
2014-02-17 17:47:00,3.126
2014-02-17 17:52:00,4.362
2014-02-17 17:57:00,4.082
2014-02-17 18:02:00,4.332
2014-02-17 18:07:00,4.236
2014-02-17 18:12:00,8.784
2014-02-17 18:17:00,5.504
2014-02-17 18:22:00,3.952
2014-02-17 18:27:00,4.244
2014-02-17 18:32:00,4.184
2014-02-17 18:37:00,4.366
2014-02-17 18:42:00,4.314
2014-02-17 18:47:00,4.296
2014-02-17 18:52:00,5.68
2014-02-17 18:57:00,3.19
2014-02-17 19:02:00,3.066
2014-02-17 19:07:00,2.984
2014-02-17 19:12:00,4.442
2014-02-17 19:17:00,3.114
2014-02-17 19:22:00,3.084
2014-02-17 19:27:00,3.016
2014-02-17 19:32:00,3.198
2014-02-17 19:37:00,3.098
2014-02-17 19:42:00,3.182
2014-02-17 19:47:00,3.116
2014-02-17 19:52:00,3.232
2014-02-17 19:57:00,3.152
2014-02-17 20:02:00,3.316
2014-02-17 20:07:00,4.412
2014-02-17 20:12:00,3.252
2014-02-17 20:17:00,3.242
2014-02-17 20:22:00,3.184
2014-02-17 20:27:00,3.15
2014-02-17 20:32:00,3.436
2014-02-17 20:37:00,3.294
2014-02-17 20:42:00,3.282
2014-02-17 20:47:00,3.45
2014-02-17 20:52:00,3.298
2014-02-17 20:57:00,3.232
2014-02-17 21:02:00,3.266
2014-02-17 21:07:00,3.288
2014-02-17 21:12:00,4.426
2014-02-17 21:17:00,3.116
2014-02-17 21:22:00,3.314
2014-02-17 21:27:00,3.152
2014-02-17 21:32:00,3.25
2014-02-17 21:37:00,3.196
2014-02-17 21:42:00,3.25
2014-02-17 21:47:00,3.198
2014-02-17 21:52:00,3.166
2014-02-17 21:57:00,4.632
2014-02-17 22:02:00,3.214
2014-02-17 22:07:00,3.268
2014-02-17 22:12:00,3.11
2014-02-17 22:17:00,4.396
2014-02-17 22:22:00,3.366
2014-02-17 22:27:00,3.29
2014-02-17 22:32:00,3.074
2014-02-17 22:37:00,3.216
2014-02-17 22:42:00,3.048
2014-02-17 22:47:00,3.184
2014-02-17 22:52:00,3.05
2014-02-17 22:57:00,3.218
2014-02-17 23:02:00,3.066
2014-02-17 23:07:00,3.05
2014-02-17 23:12:00,3.28
2014-02-17 23:17:00,4.59
2014-02-17 23:22:00,64.638
2014-02-17 23:27:00,52.118
2014-02-17 23:32:00,44.85
2014-02-17 23:37:00,3.734
2014-02-17 23:42:00,4.184
2014-02-17 23:47:00,5
2014-02-17 23:52:00,9.294
2014-02-17 23:57:00,7.38
2014-02-18 00:02:00,37.984
2014-02-18 00:07:00,62.838
2014-02-18 00:12:00,53.72
2014-02-18 00:17:00,15.466
2014-02-18 00:22:00,4.25
2014-02-18 00:27:00,5.616
2014-02-18 00:32:00,2.766
2014-02-18 00:37:00,8.582
2014-02-18 00:42:00,4.3
2014-02-18 00:47:00,4.532
2014-02-18 00:52:00,19.874
2014-02-18 00:57:00,68.754
2014-02-18 01:02:00,53.204
2014-02-18 01:07:00,23.216
2014-02-18 01:12:00,2.698
2014-02-18 01:17:00,2.534
2014-02-18 01:22:00,3.796
2014-02-18 01:27:00,2.45
2014-02-18 01:32:00,2.618
2014-02-18 01:37:00,2.558
2014-02-18 01:42:00,2.34
2014-02-18 01:47:00,8.766
2014-02-18 01:52:00,6.134
2014-02-18 01:57:00,4.566
2014-02-18 02:02:00,10.948
2014-02-18 02:07:00,6.916
2014-02-18 02:12:00,11.528
2014-02-18 02:17:00,5.372
2014-02-18 02:22:00,3.076
2014-02-18 02:27:00,3.072
2014-02-18 02:32:00,6.248
2014-02-18 02:37:00,3.288
2014-02-18 02:42:00,3.076
2014-02-18 02:47:00,2.912
2014-02-18 02:52:00,4.932
2014-02-18 02:57:00,11.84
2014-02-18 03:02:00,6.988
2014-02-18 03:07:00,9.3
2014-02-18 03:12:00,4.598
2014-02-18 03:17:00,5.85
2014-02-18 03:22:00,4.182
2014-02-18 03:27:00,2.7
2014-02-18 03:32:00,2.828
2014-02-18 03:37:00,2.584
2014-02-18 03:42:00,2.606
2014-02-18 03:47:00,2.54
2014-02-18 03:52:00,2.522
2014-02-18 03:57:00,2.592
2014-02-18 04:02:00,2.516
2014-02-18 04:07:00,2.634
2014-02-18 04:12:00,6.66
2014-02-18 04:17:00,4.516
2014-02-18 04:22:00,7.182
2014-02-18 04:27:00,3.734
2014-02-18 04:32:00,4.81
2014-02-18 04:37:00,3.716
2014-02-18 04:42:00,5.73
2014-02-18 04:47:00,3.55
2014-02-18 04:52:00,3.766
2014-02-18 04:57:00,3.628
2014-02-18 05:02:00,3.75
2014-02-18 05:07:00,5.116
2014-02-18 05:12:00,5.422
2014-02-18 05:17:00,3.126
2014-02-18 05:22:00,4.404
2014-02-18 05:27:00,2.914
2014-02-18 05:32:00,2.922
2014-02-18 05:37:00,3.826
2014-02-18 05:42:00,6.932
2014-02-18 05:47:00,6.95
2014-02-18 05:52:00,5.184
2014-02-18 05:57:00,15.56
2014-02-18 06:02:00,72.22
2014-02-18 06:07:00,54.064
2014-02-18 06:12:00,34.296
2014-02-18 06:17:00,6.54
2014-02-18 06:22:00,55.95
2014-02-18 06:27:00,51.332
2014-02-18 06:32:00,56.05
2014-02-18 06:37:00,8.068
2014-02-18 06:42:00,3.83
2014-02-18 06:47:00,6.446
2014-02-18 06:52:00,4.086
2014-02-18 06:57:00,15.548
2014-02-18 07:02:00,3.716
2014-02-18 07:07:00,6.376
2014-02-18 07:12:00,3.466
2014-02-18 07:17:00,3.142
2014-02-18 07:22:00,3.42
2014-02-18 07:27:00,3.122
2014-02-18 07:32:00,3.342
2014-02-18 07:37:00,2.8
2014-02-18 07:42:00,3.208
2014-02-18 07:47:00,2.85
2014-02-18 07:52:00,3.17
2014-02-18 07:57:00,2.766
2014-02-18 08:02:00,3.014
2014-02-18 08:07:00,2.54
2014-02-18 08:12:00,4.134
2014-02-18 08:17:00,2.392
2014-02-18 08:22:00,2.876
2014-02-18 08:27:00,2.934
2014-02-18 08:32:00,2.734
2014-02-18 08:37:00,2.324
2014-02-18 08:42:00,2.672
2014-02-18 08:47:00,2.238
2014-02-18 08:52:00,2.64
2014-02-18 08:57:00,2.368
2014-02-18 09:02:00,2.56
2014-02-18 09:07:00,14.752
2014-02-18 09:12:00,4.536
2014-02-18 09:17:00,3.472
2014-02-18 09:22:00,3.276
2014-02-18 09:27:00,2.618
2014-02-18 09:32:00,3.13
2014-02-18 09:37:00,4.484
2014-02-18 09:42:00,4.108
2014-02-18 09:47:00,14.654
2014-02-18 09:52:00,13.984
2014-02-18 09:57:00,11.2
2014-02-18 10:02:00,14.372
2014-02-18 10:07:00,19.978
2014-02-18 10:12:00,8.656
2014-02-18 10:17:00,9.716
2014-02-18 10:22:00,29.114
2014-02-18 10:27:00,23.832
2014-02-18 10:32:00,3.584
2014-02-18 10:37:00,3.04
2014-02-18 10:42:00,3.45
2014-02-18 10:47:00,3.04
2014-02-18 10:52:00,3.476
2014-02-18 10:57:00,3.034
2014-02-18 11:02:00,3.5
2014-02-18 11:07:00,3.024
2014-02-18 11:12:00,4.788
2014-02-18 11:17:00,2.972
2014-02-18 11:22:00,3.444
2014-02-18 11:27:00,2.966
2014-02-18 11:32:00,3.318
2014-02-18 11:37:00,2.83
2014-02-18 11:42:00,3.36
2014-02-18 11:47:00,2.766
2014-02-18 11:52:00,3.294
2014-02-18 11:57:00,2.834
2014-02-18 12:02:00,3.29
2014-02-18 12:07:00,2.988
2014-02-18 12:12:00,3.234
2014-02-18 12:17:00,4.084
2014-02-18 12:22:00,3.258
2014-02-18 12:27:00,2.794
2014-02-18 12:32:00,3.326
2014-02-18 12:37:00,2.75
2014-02-18 12:42:00,3.268
2014-02-18 12:47:00,2.794
2014-02-18 12:52:00,3.276
2014-02-18 12:57:00,2.79
2014-02-18 13:02:00,3.29
2014-02-18 13:07:00,4.19
2014-02-18 13:12:00,3.29
2014-02-18 13:17:00,2.828
2014-02-18 13:22:00,3.49
2014-02-18 13:27:00,2.788
2014-02-18 13:32:00,3.3
2014-02-18 13:37:00,2.782
2014-02-18 13:42:00,3.294
2014-02-18 13:47:00,2.79
2014-02-18 13:52:00,3.3
2014-02-18 13:57:00,2.862
2014-02-18 14:02:00,3.316
2014-02-18 14:07:00,2.86
2014-02-18 14:12:00,4.56
2014-02-18 14:17:00,2.806
2014-02-18 14:22:00,3.25
2014-02-18 14:27:00,2.852
2014-02-18 14:32:00,3.266
2014-02-18 14:37:00,2.772
2014-02-18 14:42:00,3.256
2014-02-18 14:47:00,2.762
2014-02-18 14:52:00,3.306
2014-02-18 14:57:00,2.848
2014-02-18 15:02:00,3.316
2014-02-18 15:07:00,3.154
2014-02-18 15:12:00,5.588
2014-02-18 15:17:00,8.876
2014-02-18 15:22:00,3.45
2014-02-18 15:27:00,2.708
2014-02-18 15:32:00,3.012
2014-02-18 15:37:00,2.622
2014-02-18 15:42:00,2.992
2014-02-18 15:47:00,2.566
2014-02-18 15:52:00,2.958
2014-02-18 15:57:00,2.574
2014-02-18 16:02:00,2.908
2014-02-18 16:07:00,2.558
2014-02-18 16:12:00,2.958
2014-02-18 16:17:00,3.912
2014-02-18 16:22:00,2.942
2014-02-18 16:27:00,2.566
2014-02-18 16:32:00,2.934
2014-02-18 16:37:00,2.576
2014-02-18 16:42:00,2.934
2014-02-18 16:47:00,2.576
2014-02-18 16:52:00,2.942
2014-02-18 16:57:00,2.624
2014-02-18 17:02:00,2.938
2014-02-18 17:07:00,2.596
2014-02-18 17:12:00,2.924
2014-02-18 17:17:00,2.526
2014-02-18 17:22:00,4.266
2014-02-18 17:27:00,2.536
2014-02-18 17:32:00,2.88
2014-02-18 17:37:00,2.492
2014-02-18 17:42:00,2.942
2014-02-18 17:47:00,2.558
2014-02-18 17:52:00,2.904
2014-02-18 17:57:00,2.606
2014-02-18 18:02:00,2.86
2014-02-18 18:07:00,2.542
2014-02-18 18:12:00,4.188
2014-02-18 18:17:00,2.556
2014-02-18 18:22:00,2.976
2014-02-18 18:27:00,2.636
2014-02-18 18:32:00,2.954
2014-02-18 18:37:00,2.6
2014-02-18 18:42:00,3.008
2014-02-18 18:47:00,9.908
2014-02-18 18:52:00,70.772
2014-02-18 18:57:00,50.814
2014-02-18 19:02:00,32.36
2014-02-18 19:07:00,4.206
2014-02-18 19:12:00,5.284
2014-02-18 19:17:00,4.45
2014-02-18 19:22:00,3.89
2014-02-18 19:27:00,5.2
2014-02-18 19:32:00,3.508
2014-02-18 19:37:00,3.194
2014-02-18 19:42:00,3.624
2014-02-18 19:47:00,3.25
2014-02-18 19:52:00,3.692
2014-02-18 19:57:00,4.3
2014-02-18 20:02:00,2.978
2014-02-18 20:07:00,2.648
2014-02-18 20:12:00,4.264
2014-02-18 20:17:00,2.626
2014-02-18 20:22:00,2.984
2014-02-18 20:27:00,2.626
2014-02-18 20:32:00,2.938
